event_id,timestamp,user_id,user_timeline_step,table_accessed,query_type,rows_returned,after_hours_access,sensitive_data_access,failed_login_attempt,total_queries_session,data_exfiltration_pattern,unusual_query_flag
952,2026-03-14 06:18:00,user_31,28,hr_data,SELECT,110,1,0,1,8,0,0
958,2026-03-14 13:00:00,user_31,34,inventory,SELECT,115,0,0,0,6,0,0
946,2026-03-14 14:47:00,user_31,22,inventory,SELECT,134,0,0,0,12,0,0
949,2026-03-14 19:00:00,user_31,25,salary,SELECT,89,0,1,0,11,0,0
986,2026-03-01 12:53:00,user_32,27,inventory,SELECT,510,1,1,0,69,1,1
969,2026-03-01 19:10:00,user_32,10,transactions,SELECT,46,0,1,0,11,0,0
970,2026-03-03 07:49:00,user_32,11,customers,SELECT,86,1,0,0,19,0,0
975,2026-03-03 20:17:00,user_32,16,customers,SELECT,44,1,0,0,15,0,0
978,2026-03-04 01:10:00,user_32,19,customers,SELECT,66,1,0,0,10,0,0
963,2026-03-05 15:04:00,user_32,4,customers,SELECT,47,0,0,0,13,0,0
990,2026-03-06 00:14:00,user_32,31,orders,SELECT,66,1,0,0,14,0,0
965,2026-03-06 04:04:00,user_32,6,inventory,SELECT,120,1,0,0,10,0,0
981,2026-03-06 14:19:00,user_32,22,hr_data,SELECT,62,0,0,0,12,0,0
962,2026-03-06 14:36:00,user_32,3,customers,SELECT,75,0,0,0,14,0,0
964,2026-03-06 14:47:00,user_32,5,orders,SELECT,790,1,1,0,55,1,1
984,2026-03-06 15:58:00,user_32,25,hr_data,SELECT,75,0,0,0,15,0,0
966,2026-03-06 22:04:00,user_32,7,customers,SELECT,46,1,0,0,3,0,0
973,2026-03-07 09:27:00,user_32,14,customers,SELECT,70,0,0,0,14,0,0
987,2026-03-08 13:31:00,user_32,28,orders,SELECT,117,0,0,0,12,0,0
982,2026-03-09 08:25:00,user_32,23,inventory,SELECT,102,0,0,0,14,0,0
960,2026-03-09 09:43:00,user_32,1,transactions,SELECT,73,0,1,0,9,0,0
989,2026-03-09 16:41:00,user_32,30,finance,INSERT,85,0,1,0,16,0,0
976,2026-03-10 22:15:00,user_32,17,transactions,SELECT,139,1,1,0,8,0,0
980,2026-03-11 04:39:00,user_32,21,inventory,SELECT,842,1,1,1,52,1,1
971,2026-03-12 08:03:00,user_32,12,customers,UPDATE,73,0,0,0,17,0,0
967,2026-03-13 00:58:00,user_32,8,customers,SELECT,564,1,1,1,36,1,1
968,2026-03-13 03:09:00,user_32,9,hr_data,SELECT,101,1,0,0,5,0,0
979,2026-03-13 15:31:00,user_32,20,transactions,UPDATE,101,0,1,1,12,0,0
985,2026-03-13 17:56:00,user_32,26,orders,SELECT,106,0,0,0,17,0,0
983,2026-03-14 11:38:00,user_32,24,customers,SELECT,49,0,0,0,15,0,0
972,2026-03-14 15:12:00,user_32,13,transactions,SELECT,28,0,1,0,9,0,0
988,2026-03-14 16:41:00,user_32,29,orders,UPDATE,55,0,0,0,10,0,0
974,2026-03-14 22:47:00,user_32,15,inventory,SELECT,154,1,0,0,19,0,0
961,2026-03-15 02:58:00,user_32,2,customers,UPDATE,20,1,0,0,12,0,0
977,2026-03-15 08:44:00,user_32,18,inventory,UPDATE,42,0,0,0,14,0,0
1010,2026-03-01 11:32:00,user_33,20,orders,SELECT,374,1,1,0,57,1,1
996,2026-03-01 11:53:00,user_33,6,transactions,UPDATE,34,0,1,0,19,0,0
998,2026-03-03 04:42:00,user_33,8,finance,SELECT,87,1,1,0,14,0,0
1007,2026-03-03 10:14:00,user_33,17,inventory,SELECT,131,0,0,0,7,0,0
1019,2026-03-03 11:47:00,user_33,29,orders,SELECT,73,0,0,0,19,0,0
1022,2026-03-05 16:51:00,user_33,32,inventory,SELECT,77,0,0,0,5,0,0
994,2026-03-06 06:07:00,user_33,4,inventory,SELECT,133,1,0,0,13,0,0
993,2026-03-06 14:29:00,user_33,3,orders,SELECT,86,0,0,0,8,0,0
1017,2026-03-06 14:34:00,user_33,27,transactions,SELECT,123,0,1,0,19,0,0
1012,2026-03-07 05:44:00,user_33,22,transactions,UPDATE,78,1,1,0,7,0,0
1023,2026-03-07 09:56:00,user_33,33,customers,SELECT,119,0,0,0,10,0,0
1005,2026-03-07 15:41:00,user_33,15,salary,SELECT,82,0,1,0,8,0,0
1011,2026-03-08 01:42:00,user_33,21,orders,SELECT,85,1,0,0,12,0,0
1014,2026-03-09 02:30:00,user_33,24,hr_data,SELECT,68,1,0,1,14,0,0
1004,2026-03-09 13:27:00,user_33,14,customers,SELECT,110,0,0,0,18,0,0
1016,2026-03-10 01:59:00,user_33,26,finance,INSERT,179,1,1,0,11,0,0
992,2026-03-10 10:25:00,user_33,2,salary,UPDATE,88,0,1,0,18,0,0
999,2026-03-10 11:48:00,user_33,9,finance,SELECT,78,0,1,0,10,0,0
1013,2026-03-11 10:48:00,user_33,23,hr_data,SELECT,129,0,0,0,12,0,0
991,2026-03-12 09:11:00,user_33,1,orders,SELECT,174,0,0,1,7,0,0
1001,2026-03-12 14:59:00,user_33,11,orders,SELECT,118,0,0,0,11,0,0
1003,2026-03-13 02:42:00,user_33,13,finance,SELECT,84,1,1,0,12,0,0
1002,2026-03-13 03:58:00,user_33,12,orders,SELECT,130,1,0,0,20,0,0
1018,2026-03-13 13:32:00,user_33,28,customers,UPDATE,126,0,0,0,15,0,0
1020,2026-03-13 23:51:00,user_33,30,hr_data,SELECT,97,1,0,0,15,0,0
1021,2026-03-14 10:19:00,user_33,31,orders,DELETE,78,0,0,0,10,0,0
1008,2026-03-14 15:21:00,user_33,18,orders,INSERT,137,0,0,0,11,0,0
1006,2026-03-14 17:04:00,user_33,16,customers,SELECT,110,0,0,0,14,0,0
1015,2026-03-14 17:29:00,user_33,25,transactions,SELECT,109,0,1,0,1,0,0
1000,2026-03-14 23:17:00,user_33,10,customers,SELECT,91,1,0,0,18,0,0
997,2026-03-15 00:48:00,user_33,7,orders,SELECT,52,1,0,0,11,0,0
1009,2026-03-15 04:09:00,user_33,19,hr_data,SELECT,118,1,0,0,15,0,0
995,2026-03-15 08:20:00,user_33,5,finance,SELECT,84,0,1,0,13,0,0
1030,2026-03-02 02:47:00,user_34,7,inventory,SELECT,155,1,0,0,12,0,0
1026,2026-03-02 08:04:00,user_34,3,transactions,SELECT,143,0,1,0,5,0,0
1029,2026-03-02 14:34:00,user_34,6,inventory,SELECT,81,0,0,0,6,0,0
1024,2026-03-03 19:15:00,user_34,1,customers,SELECT,136,0,0,0,2,0,0
1041,2026-03-04 10:26:00,user_34,18,hr_data,UPDATE,85,0,0,0,1,0,0
1040,2026-03-04 18:40:00,user_34,17,inventory,SELECT,179,0,0,0,7,0,0
1048,2026-03-05 08:19:00,user_34,25,hr_data,SELECT,127,0,0,0,10,0,0
1031,2026-03-05 08:27:00,user_34,8,inventory,SELECT,99,0,0,0,19,0,0
1034,2026-03-05 15:12:00,user_34,11,inventory,SELECT,77,0,0,0,12,0,0
1044,2026-03-06 06:40:00,user_34,21,transactions,SELECT,153,1,1,0,9,0,0
1038,2026-03-06 13:49:00,user_34,15,transactions,SELECT,73,0,1,0,14,0,0
1037,2026-03-07 17:42:00,user_34,14,inventory,SELECT,158,0,0,0,4,0,0
1032,2026-03-08 13:23:00,user_34,9,finance,SELECT,144,0,1,0,7,0,0
1042,2026-03-08 13:25:00,user_34,19,salary,SELECT,119,0,1,0,4,0,0
1050,2026-03-10 01:06:00,user_34,27,finance,SELECT,118,1,1,0,10,0,0
1036,2026-03-10 21:52:00,user_34,13,salary,SELECT,143,1,1,0,8,0,0
1045,2026-03-11 14:40:00,user_34,22,salary,SELECT,145,0,1,0,11,0,0
1025,2026-03-12 14:03:00,user_34,2,finance,SELECT,91,0,1,0,17,0,0
1049,2026-03-12 23:46:00,user_34,26,inventory,SELECT,148,1,0,0,6,0,0
1028,2026-03-13 00:08:00,user_34,5,orders,SELECT,205,1,0,0,13,0,0
1039,2026-03-14 00:17:00,user_34,16,orders,SELECT,135,1,0,0,15,0,0
1046,2026-03-14 01:27:00,user_34,23,hr_data,SELECT,424,1,1,0,47,1,1
1043,2026-03-14 07:06:00,user_34,20,customers,SELECT,124,1,0,0,14,0,0
1027,2026-03-14 10:45:00,user_34,4,transactions,SELECT,183,0,1,0,6,0,0
1033,2026-03-14 14:18:00,user_34,10,customers,SELECT,141,0,0,0,9,0,0
1047,2026-03-15 03:43:00,user_34,24,customers,SELECT,144,1,0,0,10,0,0
1035,2026-03-15 07:49:00,user_34,12,orders,SELECT,72,1,0,0,6,0,0
1079,2026-03-01 17:02:00,user_35,29,inventory,SELECT,84,0,0,0,12,0,0
1077,2026-03-01 19:35:00,user_35,27,customers,INSERT,404,1,1,0,43,1,1
1056,2026-03-01 21:36:00,user_35,6,customers,SELECT,92,1,0,0,13,0,0
1058,2026-03-02 14:23:00,user_35,8,customers,SELECT,81,0,0,0,8,0,0
1052,2026-03-02 23:57:00,user_35,2,customers,SELECT,95,1,0,0,19,0,0
1057,2026-03-03 04:43:00,user_35,7,customers,SELECT,784,1,1,0,60,1,1
1059,2026-03-03 06:27:00,user_35,9,customers,SELECT,699,1,1,0,44,1,1
1061,2026-03-04 08:41:00,user_35,11,inventory,SELECT,665,1,1,0,45,1,1
1064,2026-03-05 09:41:00,user_35,14,inventory,SELECT,103,0,0,0,13,0,0
1075,2026-03-05 12:37:00,user_35,25,customers,SELECT,67,0,0,0,12,0,0
1060,2026-03-06 14:15:00,user_35,10,customers,SELECT,88,0,0,0,21,0,0
1078,2026-03-07 12:00:00,user_35,28,customers,SELECT,392,1,1,0,34,1,1
1068,2026-03-07 21:36:00,user_35,18,inventory,SELECT,128,1,0,0,13,0,0
1053,2026-03-08 00:07:00,user_35,3,salary,SELECT,64,1,1,0,13,0,0
1066,2026-03-09 06:36:00,user_35,16,inventory,SELECT,615,1,1,0,48,1,1
1072,2026-03-10 05:50:00,user_35,22,transactions,SELECT,545,1,1,1,58,1,1
1071,2026-03-10 17:51:00,user_35,21,transactions,SELECT,96,0,1,0,7,0,0
1067,2026-03-10 18:07:00,user_35,17,orders,SELECT,439,1,1,1,47,1,1
1051,2026-03-10 23:22:00,user_35,1,finance,SELECT,4,1,1,0,19,0,0
1054,2026-03-11 11:58:00,user_35,4,salary,DELETE,141,0,1,0,11,0,0
1076,2026-03-11 16:16:00,user_35,26,orders,SELECT,76,0,0,0,17,0,0
1062,2026-03-12 05:02:00,user_35,12,inventory,UPDATE,86,1,0,0,20,0,0
1069,2026-03-12 05:32:00,user_35,19,orders,SELECT,138,1,0,0,19,0,0
1080,2026-03-12 17:11:00,user_35,30,hr_data,SELECT,82,0,0,0,16,0,0
1055,2026-03-13 05:30:00,user_35,5,hr_data,SELECT,75,1,0,0,12,0,0
1074,2026-03-13 11:30:00,user_35,24,transactions,SELECT,117,0,1,0,21,0,0
1063,2026-03-13 20:34:00,user_35,13,orders,INSERT,12,1,0,0,10,0,0
1065,2026-03-14 05:00:00,user_35,15,orders,SELECT,12,1,0,0,15,0,0
1070,2026-03-14 23:02:00,user_35,20,customers,SELECT,96,1,0,0,10,0,0
1073,2026-03-15 07:53:00,user_35,23,transactions,SELECT,51,1,1,0,14,0,0
1083,2026-03-01 15:53:00,user_36,3,customers,SELECT,144,0,0,0,4,0,0
1081,2026-03-02 15:36:00,user_36,1,orders,SELECT,66,0,0,0,9,0,0
1094,2026-03-02 17:38:00,user_36,14,orders,SELECT,128,0,0,0,1,0,0
1085,2026-03-03 12:18:00,user_36,5,inventory,INSERT,32,0,0,0,3,0,0
1095,2026-03-03 19:39:00,user_36,15,customers,SELECT,136,0,0,0,8,0,0
1107,2026-03-03 21:19:00,user_36,27,customers,SELECT,432,1,1,1,36,1,1
1089,2026-03-03 22:40:00,user_36,9,customers,SELECT,582,1,1,0,62,1,1
1090,2026-03-04 02:20:00,user_36,10,orders,SELECT,161,1,0,0,2,0,0
1106,2026-03-04 21:10:00,user_36,26,finance,SELECT,127,1,1,0,13,0,0
1082,2026-03-05 12:10:00,user_36,2,customers,UPDATE,131,0,0,0,1,0,0
1088,2026-03-05 21:31:00,user_36,8,orders,SELECT,148,1,0,0,7,0,0
1104,2026-03-06 19:24:00,user_36,24,orders,SELECT,133,0,0,0,7,0,0
1102,2026-03-07 08:49:00,user_36,22,inventory,SELECT,134,0,0,0,8,0,0
1086,2026-03-08 11:27:00,user_36,6,hr_data,SELECT,1,0,0,0,4,0,0
1093,2026-03-09 01:49:00,user_36,13,hr_data,INSERT,66,1,0,0,2,0,0
1096,2026-03-09 06:40:00,user_36,16,transactions,SELECT,118,1,1,0,3,0,0
1092,2026-03-09 19:49:00,user_36,12,salary,SELECT,120,0,1,0,1,0,0
1097,2026-03-09 23:18:00,user_36,17,orders,SELECT,60,1,0,0,9,0,0
1105,2026-03-10 04:37:00,user_36,25,customers,SELECT,133,1,0,0,12,0,0
1084,2026-03-11 10:54:00,user_36,4,customers,INSERT,77,0,0,0,3,0,0
1100,2026-03-12 00:48:00,user_36,20,orders,UPDATE,56,1,0,0,13,0,0
1098,2026-03-12 10:02:00,user_36,18,salary,SELECT,123,0,1,0,10,0,0
1099,2026-03-12 12:39:00,user_36,19,customers,SELECT,87,0,0,0,8,0,0
1103,2026-03-12 21:19:00,user_36,23,orders,SELECT,672,1,1,0,64,1,1
1087,2026-03-13 21:08:00,user_36,7,inventory,SELECT,125,1,0,0,1,0,0
1101,2026-03-13 23:50:00,user_36,21,customers,SELECT,126,1,0,0,1,0,0
1091,2026-03-14 14:20:00,user_36,11,salary,SELECT,98,0,1,0,4,0,0
1111,2026-03-01 16:08:00,user_37,4,hr_data,SELECT,49,0,0,0,1,0,0
1126,2026-03-01 17:54:00,user_37,19,inventory,INSERT,72,0,0,0,10,0,0
1114,2026-03-02 07:12:00,user_37,7,salary,UPDATE,521,1,1,0,58,1,1
1112,2026-03-03 04:40:00,user_37,5,inventory,SELECT,57,1,0,0,6,0,0
1115,2026-03-03 14:02:00,user_37,8,customers,SELECT,70,0,0,0,11,0,0
1119,2026-03-03 17:51:00,user_37,12,customers,SELECT,72,0,0,0,1,0,0
1130,2026-03-04 12:35:00,user_37,23,orders,UPDATE,66,0,0,0,10,0,0
1133,2026-03-05 07:25:00,user_37,26,inventory,UPDATE,54,1,0,0,5,0,0
1117,2026-03-05 10:42:00,user_37,10,inventory,SELECT,5,0,0,0,12,0,0
1116,2026-03-05 18:28:00,user_37,9,inventory,SELECT,36,0,0,0,8,0,0
1132,2026-03-06 07:44:00,user_37,25,salary,SELECT,9,1,1,0,14,0,0
1110,2026-03-07 04:46:00,user_37,3,customers,SELECT,53,1,0,0,1,0,0
1131,2026-03-07 04:56:00,user_37,24,transactions,SELECT,67,1,1,0,4,0,0
1128,2026-03-07 15:42:00,user_37,21,hr_data,SELECT,31,0,0,0,13,0,0
1127,2026-03-08 05:01:00,user_37,20,hr_data,SELECT,117,1,0,0,5,0,0
1123,2026-03-08 17:38:00,user_37,16,finance,SELECT,55,0,1,0,8,0,0
1120,2026-03-09 01:19:00,user_37,13,finance,SELECT,67,1,1,0,8,0,0
1121,2026-03-09 09:24:00,user_37,14,hr_data,SELECT,76,0,0,0,8,0,0
1122,2026-03-09 20:00:00,user_37,15,orders,SELECT,86,1,0,0,3,0,0
1109,2026-03-10 05:13:00,user_37,2,finance,SELECT,73,1,1,0,4,0,0
1113,2026-03-10 20:09:00,user_37,6,transactions,SELECT,572,1,1,0,58,1,1
1125,2026-03-11 13:23:00,user_37,18,hr_data,SELECT,591,1,1,1,63,1,1
1108,2026-03-12 10:04:00,user_37,1,customers,SELECT,85,0,0,0,2,0,0
1124,2026-03-13 21:30:00,user_37,17,hr_data,SELECT,104,1,0,0,3,0,0
1129,2026-03-14 09:10:00,user_37,22,customers,SELECT,64,0,0,0,6,0,0
1118,2026-03-14 11:52:00,user_37,11,orders,SELECT,26,0,0,0,6,0,0
1157,2026-03-01 19:02:00,user_38,24,orders,DELETE,31,0,0,0,7,0,0
1149,2026-03-01 22:13:00,user_38,16,salary,SELECT,53,1,1,0,22,0,0
1168,2026-03-02 01:05:00,user_38,35,hr_data,DELETE,64,1,0,0,9,0,0
1143,2026-03-02 11:55:00,user_38,10,inventory,SELECT,161,0,0,0,11,0,0
1140,2026-03-02 12:35:00,user_38,7,finance,INSERT,133,0,1,0,13,0,0
1135,2026-03-02 15:32:00,user_38,2,hr_data,SELECT,52,0,0,0,18,0,0
1167,2026-03-02 18:51:00,user_38,34,finance,UPDATE,16,0,1,0,10,0,0
1152,2026-03-03 07:51:00,user_38,19,customers,SELECT,36,1,0,0,18,0,0
1161,2026-03-03 19:55:00,user_38,28,customers,UPDATE,157,0,0,0,11,0,0
1153,2026-03-04 17:39:00,user_38,20,transactions,UPDATE,413,1,1,0,44,1,1
1155,2026-03-06 04:42:00,user_38,22,customers,SELECT,51,1,0,0,13,0,0
1137,2026-03-06 12:49:00,user_38,4,salary,UPDATE,44,0,1,0,12,0,0
1162,2026-03-06 15:14:00,user_38,29,hr_data,SELECT,13,0,0,0,9,0,0
1151,2026-03-06 16:30:00,user_38,18,customers,SELECT,58,0,0,0,13,0,0
1158,2026-03-07 04:30:00,user_38,25,customers,SELECT,64,1,0,0,17,0,0
1159,2026-03-07 13:09:00,user_38,26,customers,SELECT,697,1,1,0,67,1,1
1160,2026-03-07 13:10:00,user_38,27,finance,DELETE,86,0,1,0,14,0,0
1134,2026-03-08 05:03:00,user_38,1,customers,UPDATE,121,1,0,0,4,0,0
1166,2026-03-08 06:06:00,user_38,33,customers,INSERT,76,1,0,0,10,0,0
1163,2026-03-08 13:16:00,user_38,30,inventory,SELECT,503,1,1,0,57,1,1
1147,2026-03-08 17:37:00,user_38,14,finance,SELECT,723,1,1,1,52,1,1
1165,2026-03-08 23:10:00,user_38,32,inventory,SELECT,660,1,1,0,47,1,1
1148,2026-03-09 16:29:00,user_38,15,orders,SELECT,127,0,0,0,16,0,0
1138,2026-03-10 01:53:00,user_38,5,customers,SELECT,79,1,0,0,9,0,0
1142,2026-03-10 08:21:00,user_38,9,customers,SELECT,59,0,0,0,15,0,0
1136,2026-03-11 06:11:00,user_38,3,orders,UPDATE,130,1,0,0,10,0,0
1144,2026-03-11 06:17:00,user_38,11,salary,SELECT,872,1,1,0,37,1,1
1150,2026-03-11 10:30:00,user_38,17,finance,SELECT,89,0,1,0,21,0,0
1154,2026-03-11 14:47:00,user_38,21,inventory,SELECT,79,0,0,1,10,0,0
1164,2026-03-11 19:07:00,user_38,31,inventory,SELECT,842,1,1,1,44,1,1
1156,2026-03-12 08:47:00,user_38,23,finance,INSERT,28,0,1,0,14,0,0
1145,2026-03-12 11:26:00,user_38,12,orders,SELECT,110,0,0,0,15,0,0
1146,2026-03-13 07:18:00,user_38,13,customers,SELECT,140,1,0,0,13,0,0
1139,2026-03-14 05:31:00,user_38,6,customers,SELECT,108,1,0,0,17,0,0
1141,2026-03-14 22:01:00,user_38,8,inventory,SELECT,55,1,0,0,7,0,0
1186,2026-03-01 17:11:00,user_39,18,hr_data,INSERT,127,0,0,0,6,0,0
1178,2026-03-02 01:06:00,user_39,10,salary,UPDATE,92,1,1,0,5,0,0
1192,2026-03-02 06:01:00,user_39,24,inventory,SELECT,162,1,0,0,18,0,0
1194,2026-03-02 06:26:00,user_39,26,inventory,SELECT,109,1,0,0,5,0,0
1193,2026-03-02 08:09:00,user_39,25,transactions,SELECT,122,0,1,0,11,0,0
1195,2026-03-02 11:55:00,user_39,27,customers,SELECT,85,0,0,0,14,0,0
1197,2026-03-02 14:47:00,user_39,29,finance,DELETE,45,0,1,0,11,0,0
1177,2026-03-04 01:39:00,user_39,9,customers,UPDATE,132,1,0,0,11,0,0
1169,2026-03-04 11:57:00,user_39,1,customers,SELECT,120,0,0,0,16,0,0
1185,2026-03-05 02:26:00,user_39,17,customers,SELECT,152,1,0,0,13,0,0
1202,2026-03-05 02:33:00,user_39,34,salary,SELECT,760,1,1,0,65,1,1
1201,2026-03-05 23:16:00,user_39,33,transactions,SELECT,70,1,1,0,4,0,0
1187,2026-03-05 23:46:00,user_39,19,salary,SELECT,60,1,1,0,10,0,0
1182,2026-03-06 15:06:00,user_39,14,finance,SELECT,121,0,1,0,10,0,0
1181,2026-03-07 10:44:00,user_39,13,finance,SELECT,146,0,1,0,13,0,0
1180,2026-03-07 14:31:00,user_39,12,customers,SELECT,326,1,1,1,64,1,1
1196,2026-03-07 21:08:00,user_39,28,inventory,SELECT,99,1,0,0,10,0,0
1174,2026-03-08 09:45:00,user_39,6,finance,UPDATE,109,0,1,0,12,0,0
1172,2026-03-08 20:50:00,user_39,4,orders,SELECT,122,1,0,0,7,0,0
1203,2026-03-09 15:12:00,user_39,35,customers,SELECT,71,0,0,0,5,0,0
1184,2026-03-09 21:13:00,user_39,16,customers,SELECT,57,1,0,0,12,0,0
1179,2026-03-10 17:35:00,user_39,11,orders,SELECT,117,0,0,0,12,0,0
1175,2026-03-11 03:52:00,user_39,7,hr_data,INSERT,79,1,0,0,9,0,0
1188,2026-03-11 08:54:00,user_39,20,transactions,SELECT,86,0,1,0,5,0,0
1200,2026-03-11 15:14:00,user_39,32,customers,SELECT,106,0,0,0,13,0,0
1198,2026-03-11 15:41:00,user_39,30,customers,SELECT,137,0,0,0,2,0,0
1189,2026-03-11 18:52:00,user_39,21,transactions,SELECT,113,0,1,0,1,0,0
1183,2026-03-12 05:17:00,user_39,15,customers,UPDATE,55,1,0,0,13,0,0
1176,2026-03-14 05:28:00,user_39,8,hr_data,SELECT,58,1,0,0,17,0,0
1171,2026-03-14 09:52:00,user_39,3,customers,INSERT,120,0,0,0,13,0,0
1173,2026-03-14 14:19:00,user_39,5,inventory,UPDATE,118,0,0,0,1,0,0
1199,2026-03-14 16:43:00,user_39,31,hr_data,SELECT,723,1,1,0,45,1,1
1190,2026-03-15 05:00:00,user_39,22,salary,SELECT,141,1,1,0,9,0,0
1191,2026-03-15 06:57:00,user_39,23,hr_data,SELECT,77,1,0,0,11,0,0
1170,2026-03-15 07:28:00,user_39,2,transactions,SELECT,101,1,1,0,7,0,0
1210,2026-03-01 12:08:00,user_40,7,finance,SELECT,169,0,1,0,5,0,0
1212,2026-03-01 12:35:00,user_40,9,customers,SELECT,91,0,0,0,20,0,0
1219,2026-03-02 04:34:00,user_40,16,customers,SELECT,147,1,0,0,17,0,0
1216,2026-03-02 11:46:00,user_40,13,customers,INSERT,198,0,0,0,20,0,0
1214,2026-03-02 15:04:00,user_40,11,finance,SELECT,60,0,1,0,9,0,0
1221,2026-03-02 20:27:00,user_40,18,orders,SELECT,188,1,0,0,8,0,0
1229,2026-03-04 01:33:00,user_40,26,customers,SELECT,512,1,1,0,64,1,1
1206,2026-03-04 15:58:00,user_40,3,customers,SELECT,142,0,0,0,11,0,0
1208,2026-03-05 11:41:00,user_40,5,customers,SELECT,140,0,0,0,15,0,0
1223,2026-03-06 03:10:00,user_40,20,finance,SELECT,127,1,1,0,12,0,0
1209,2026-03-07 03:13:00,user_40,6,customers,SELECT,130,1,0,0,12,0,0
1222,2026-03-07 14:52:00,user_40,19,orders,SELECT,60,0,0,0,13,0,0
1217,2026-03-07 20:18:00,user_40,14,finance,SELECT,167,1,1,0,11,0,0
1225,2026-03-07 21:50:00,user_40,22,orders,UPDATE,154,1,0,0,22,0,0
1207,2026-03-08 10:02:00,user_40,4,salary,INSERT,105,0,1,0,20,0,0
1205,2026-03-09 00:03:00,user_40,2,inventory,SELECT,71,1,0,1,7,0,0
1204,2026-03-09 23:48:00,user_40,1,inventory,SELECT,126,1,0,0,14,0,0
1220,2026-03-09 23:57:00,user_40,17,transactions,SELECT,86,1,1,0,13,0,0
1230,2026-03-10 19:26:00,user_40,27,orders,SELECT,95,0,0,0,11,0,0
1211,2026-03-12 04:48:00,user_40,8,inventory,SELECT,130,1,0,0,14,0,0
1227,2026-03-13 04:49:00,user_40,24,salary,SELECT,133,1,1,0,18,0,0
1224,2026-03-13 09:52:00,user_40,21,hr_data,SELECT,121,0,0,0,8,0,0
1213,2026-03-14 01:29:00,user_40,10,transactions,SELECT,172,1,1,0,9,0,0
1218,2026-03-14 04:01:00,user_40,15,customers,SELECT,155,1,0,0,9,0,0
1226,2026-03-14 11:06:00,user_40,23,hr_data,SELECT,876,1,1,0,56,1,1
1215,2026-03-14 12:42:00,user_40,12,transactions,SELECT,83,0,1,0,15,0,0
1228,2026-03-15 05:49:00,user_40,25,customers,SELECT,168,1,0,0,15,0,0
